Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
126	297	296	213	297	334	260.5	0.29573	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paracoccus
0	406	407	0	406	331	258.333	0.78279	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__petaseus
862	0	0	686	0	0	258	1.56414	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__Fimbriimonadia__Fimbriimonadales__Fimbriimonadaceae__Fimbriimonas__Fimbriimonas__ginsengisoli__Fimbriimonas__ginsengisoli__Gsoil__348
916	0	0	615	0	0	255.167	1.59347	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Runella__Runella__slithyformis__Runella__slithyformis__DSM__19594
297	182	177	321	182	370	254.833	0.33338	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia
514	185	185	352	185	108	254.833	0.5894	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__pneumophila
520	180	180	354	180	109	253.833	0.60575	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Planctomyces__Planctomyces__sp.__SH-PL14
0	0	275	0	0	1234	251.5	1.96316	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi
922	0	0	574	0	0	249.333	1.61084	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__capsulatus__Rhodobacter__capsulatus__SB__1003
0	412	400	0	412	267	248.5	0.80536	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__44-15
628	124	124	489	124	0	248.167	1.00353	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Limnohabitans__Limnohabitans__sp.__63ED37-2
0	109	0	501	109	769	248	1.27141	root__cellular__organisms__Bacteria__Terrabacteria__group
0	388	391	0	388	307	245.667	0.78532	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__luteum
0	416	418	0	416	221	245.167	0.834	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niastella__Niastella__yeongjuensis
0	398	398	0	398	268	243.667	0.80168	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__acidiphilum
0	396	394	0	396	255	240.167	0.80698	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)__Bacteroidetes__bacterium__43-93
0	392	391	0	392	250	237.5	0.80831	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__lablabi
0	394	392	0	394	234	235.667	0.81766	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__FSW06-99
0	380	371	0	380	278	234.833	0.79174	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobia__subdivision__3__Pedosphaera__Pedosphaera__parvula
914	0	0	494	0	0	234.667	1.64934	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__aerolatum
858	0	0	545	0	0	233.833	1.60598	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Solitalea__Solitalea__canadensis__Solitalea__canadensis__DSM__3403
203	151	151	462	151	282	233.333	0.52808	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae
623	116	116	429	116	0	233.333	1.02476	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__gilvum
0	0	145	0	0	1248	232.167	2.15803	root__cellular__organisms__Eukaryota
116	116	113	486	116	445	232	0.78162	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae
0	376	372	0	376	268	232	0.79483	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__OK283
777	0	0	598	0	0	229.167	1.56876	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Blastomonas__Blastomonas__sp.__RAC04
812	0	0	549	0	0	226.833	1.59199	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__heparinus__Pedobacter__heparinus__DSM__2366
0	340	335	0	340	341	226	0.77465	root__cellular__organisms__Bacteria__Acidobacteria__unclassified__Acidobacteria__unclassified__Acidobacteria__(miscellaneous)
509	144	143	307	144	102	224.833	0.69577	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__japonicum
0	353	353	0	353	275	222.333	0.78642	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__mallensis
0	351	351	0	351	273	221	0.78657	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__URHA0002
693	0	0	630	0	0	220.5	1.55183	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__mobilis__Methylotenera__mobilis__JLW8
566	120	119	390	120	0	219.167	0.97265	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__dongtanensis
0	331	325	0	331	320	217.833	0.77483	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__unclassified__Bacteroidetes__unclassified__Bacteroidetes__(miscellaneous)
482	124	125	319	124	109	213.833	0.71841	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__rigui
0	354	354	0	354	221	213.833	0.81119	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__rupis
0	338	328	0	338	278	213.667	0.78156	root__cellular__organisms__Bacteria__Terrabacteria__group__Chloroflexi__unclassified__Chloroflexi__unclassified__Chloroflexi__(miscellaneous)__Chloroflexi__bacterium__54-19
0	327	323	0	327	297	212.333	0.77639	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus__Enterococcus__faecalis
0	328	329	0	328	281	211	0.77946	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__fluvii
0	161	160	320	161	444	207.667	0.74046	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae
0	341	338	0	341	222	207	0.80546	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Flavihumibacter__Flavihumibacter__sp.__CACIAM__22H1
0	323	321	0	323	274	206.833	0.77987	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__spitsbergense
0	318	317	0	318	281	205.667	0.77767	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Verrucomicrobiae__Verrucomicrobiales__Verrucomicrobiaceae__Verrucomicrobium
679	0	0	550	0	0	204.833	1.56194	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__wittichii__Sphingomonas__wittichii__RW1
0	339	338	0	339	212	204.667	0.81084	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__sp.__RIFCSPLOWO2_02_FULL_45_14
0	335	330	0	335	226	204.333	0.80092	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Gemmataceae__Zavarzinella__Zavarzinella__formosa
737	0	0	486	0	0	203.833	1.59738	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Dyadobacter__Dyadobacter__fermentans__Dyadobacter__fermentans__DSM__18053
0	331	330	0	331	225	202.833	0.80044	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__unclassified__Chitinophagaceae__Chitinophagaceae__bacterium__IBVUCB1
0	333	333	0	333	208	201.167	0.81112	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodobacter__Rhodobacter__capsulatus
0	330	331	0	330	214	200.833	0.80643	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__AP12
684	0	0	499	0	0	197.167	1.57735	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Croceicoccus__Croceicoccus__naphthovorans
150	134	135	237	134	389	196.5	0.52124	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Mycobacteriaceae__Mycobacterium
637	0	0	527	0	0	194	1.55954	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Sphingobacterium__Sphingobacterium__sp.__21
0	210	209	0	210	523	192	0.99974	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Lactobacillales__Enterococcaceae__Enterococcus
694	0	0	455	0	0	191.5	1.59867	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Thioclava__Thioclava__sp.__25B10_4
646	0	0	496	0	0	190.333	1.56911	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__moscoviensis
650	0	0	491	0	0	190.167	1.57159	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__panacis
0	314	316	0	314	194	189.667	0.81285	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__barchaimii
685	0	0	443	0	0	188	1.60178	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__cryoconitis
0	226	223	0	226	450	187.5	0.90335	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__unclassified__Gokushovirinae__Gokushovirus__WZ-2015a
0	288	284	0	288	260	186.667	0.77661	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__niabensis
0	300	300	0	300	220	186.667	0.79218	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__AAP93
441	112	112	342	112	0	186.5	0.89845	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__japonica
0	281	281	0	281	269	185.333	0.775	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__yangtzensis
0	308	307	0	308	184	184.5	0.81694	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Niabella__Niabella__soli
0	108	107	314	108	463	183.333	0.93231	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae
0	281	280	0	281	234	179.333	0.78113	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__yanoikuyae
203	160	159	203	160	189	179	0.12173	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group
0	294	294	0	294	182	177.333	0.8123	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__NDB2Meth1
599	0	0	458	0	0	176.167	1.56973	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__EP60837
0	292	291	0	292	174	174.833	0.81728	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__unclassified__Rhodobacteraceae
0	286	284	0	286	188	174	0.80433	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Pseudarcicella__Pseudarcicella__hirudinis
587	0	0	446	0	0	172.167	1.57069	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__fallonii__Legionella__fallonii__LLAP-10
145	0	0	724	0	156	170.833	1.6441	root
0	283	281	0	283	169	169.333	0.81683	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__tardaugens
0	284	282	0	284	166	169.333	0.81978	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__pineti
0	273	273	0	273	186	167.5	0.80029	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__unclassified__Rhodobacteraceae__Rhodobacteraceae__bacterium__CG2_30_10_405
0	277	276	0	277	174	167.333	0.81023	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Gemmobacter__Gemmobacter__nectariphilus
0	270	268	0	270	195	167.167	0.79352	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__ruber
0	278	278	0	278	165	166.5	0.81798	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__nitrogenifigens
0	194	194	0	194	415	166.167	0.93023	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales
573	0	0	420	0	0	165.5	1.57654	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sanxanigenens__Sphingomonas__sanxanigenens__DSM__19645__=__NX02
543	0	0	445	0	0	164.667	1.56058	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseovarius__Roseovarius__mucosus
0	255	254	0	255	218	163.667	0.77944	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__SCGC__AG-212-E16
0	264	262	0	264	192	163.667	0.79279	root__cellular__organisms__Bacteria__Nitrospirae__Nitrospira__Nitrospirales__Nitrospiraceae__Nitrospira__Nitrospira__sp.__SG-bin2
0	261	261	0	261	196	163.167	0.78981	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Spartobacteria__Chthoniobacterales__Chthoniobacteraceae__Chthoniobacter__Chthoniobacter__flavus
0	255	253	0	255	209	162	0.78216	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__facile
0	264	265	0	264	178	161.833	0.80168	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Arachidicoccus__Arachidicoccus__rhizosphaerae
102	184	181	117	184	200	161.333	0.25399	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Chryseobacterium
0	254	253	0	254	196	159.5	0.78715	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylotenera__Methylotenera__mobilis
577	0	0	379	0	0	159.333	1.59826	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paracoccus__Paracoccus__denitrificans__Paracoccus__denitrificans__PD1222
0	268	266	0	268	151	158.833	0.82492	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__sp.__YR568
0	249	249	0	249	205	158.667	0.78201	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__polytrichastri
0	244	245	0	244	206	156.5	0.78039	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Flectobacillus__Flectobacillus__major
0	218	205	0	218	287	154.667	0.79666	root__Viruses__ssDNA__viruses__Microviridae__environmental__samples__uncultured__Gokushovirinae
0	241	240	0	241	202	154	0.78068	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Saprospiria__Saprospirales__Haliscomenobacteraceae__Haliscomenobacter__Haliscomenobacter__hydrossis
556	0	0	362	0	0	153	1.60024	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Confluentimicrobium__Confluentimicrobium__sp.__EMB200-NS6
223	145	145	150	145	107	152.5	0.2491	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__baderi
575	0	0	339	0	0	152.333	1.62481	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__sp.__PACM__27299
319	126	120	220	126	0	151.833	0.70931	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Isosphaeraceae__Paludisphaera__Paludisphaera__borealis
0	247	243	0	247	170	151.167	0.79855	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__unclassified__Armatimonadetes__Armatimonadetes__bacterium__55-13
536	0	0	369	0	0	150.833	1.58826	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Isosphaeraceae__Singulisphaera__Singulisphaera__acidiphila__Singulisphaera__acidiphila__DSM__18658
0	249	246	0	249	160	150.667	0.80698	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Gemmataceae__Gemmata__Gemmata__obscuriglobus
179	156	153	134	156	125	150.5	0.12612	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Rhizobium__Rhizobium__leguminosarum
0	252	252	0	252	144	150	0.82326	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__naphthalenivorans
531	0	0	365	0	0	149.333	1.58857	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__pentaromativorans__Novosphingobium__pentaromativorans__US6-1
534	0	0	362	0	0	149.333	1.59143	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__macrogoltabida
554	0	0	338	0	0	148.667	1.61589	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Marivivens__Marivivens__sp.__JLT3646
0	138	138	245	138	232	148.5	0.59219	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae
0	249	246	0	249	142	147.667	0.82301	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__sp.__MH-B5
0	256	256	0	256	117	147.5	0.85628	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter__Pseudorhodobacter__wandonensis
0	245	247	0	245	142	146.5	0.82167	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__CF614
0	219	218	0	219	213	144.833	0.77475	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Curvibacter
0	231	228	0	231	175	144.167	0.7886	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Spirosoma__Spirosoma__panaciterrae
0	235	233	0	235	156	143.167	0.80308	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rubellimicrobium__Rubellimicrobium__mesophilum
0	223	224	0	223	188	143	0.78049	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__pedocola
0	235	235	0	235	145	141.667	0.81274	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__Chthonomonadetes__Chthonomonadales__Chthonomonadaceae__Chthonomonas__Chthonomonas__calidirosea
0	230	228	0	230	161	141.5	0.79687	root__cellular__organisms__Bacteria__Acidobacteria__Acidobacteriia__Acidobacteriales__Acidobacteriaceae__unclassified__Acidobacteriaceae__Acidobacteriaceae__bacterium__KBS__96
500	0	0	348	0	0	141.333	1.58608	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__sp.__RAC03
0	228	224	0	228	167	141.167	0.79177	root__cellular__organisms__Bacteria__Acidobacteria__Solibacteres__Solibacterales__Bryobacteraceae__Bryobacter__Bryobacter__aggregatus
0	230	229	0	230	156	140.833	0.80065	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__canariense
0	228	227	0	228	159	140.333	0.79745	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__ST904
0	228	229	0	228	157	140.333	0.79923	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__japonicum
487	0	0	355	0	0	140.333	1.57749	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__naphthalenivorans__Polaromonas__naphthalenivorans__CJ2
499	0	0	343	0	0	140.333	1.58858	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pseudopedobacter__Pseudopedobacter__saltans__Pseudopedobacter__saltans__DSM__12145
512	0	0	328	0	0	140	1.60397	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__atlanticus
381	0	0	452	0	0	138.833	1.55761	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Rhodopseudomonas__Rhodopseudomonas__palustris__Rhodopseudomonas__palustris__BisB18
0	229	227	0	229	138	137.167	0.81553	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__elkanii
109	146	142	126	146	150	136.5	0.11627	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Bacteroidaceae__Bacteroides
408	0	0	409	0	0	136.167	1.5492	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Thiomonas__Thiomonas__intermedia__Thiomonas__intermedia__K12
465	0	0	351	0	0	136	1.57171	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Celeribacter__Celeribacter__indicus
480	0	0	335	0	0	135.833	1.58554	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__oakridgensis__Legionella__oakridgensis__ATCC__33761__=__DSM__21215
0	213	211	0	213	167	134	0.78562	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__64-11
