Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
0	23	23	0	23	13	13.6667	0.82481	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Phenylobacterium__Phenylobacterium__sp.__RIFCSPHIGHO2_01_FULL_70_10
0	24	23	0	24	11	13.6667	0.85415	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Algoriphagus__Algoriphagus__boritolerans__Algoriphagus__boritolerans__DSM__17298__=__JCM__18970
0	25	25	0	25	7	13.6667	0.92747	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Algoriphagus__Algoriphagus__hitonicola
36	6	6	22	6	6	13.6667	0.92747	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Cellvibrionales__Spongiibacteraceae__Spongiibacter__Spongiibacter__sp.__IMCC21906
48	5	5	16	5	3	13.6667	1.27717	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Lacimicrobium__Lacimicrobium__alkaliphilum
46	2	2	28	2	2	13.6667	1.38652	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__Rhodocyclaceae__Thauera__Thauera__humireducens
5	17	17	10	17	15	13.5	0.36814	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Nostocales__Nostocaceae__Anabaena
31	8	6	21	8	7	13.5	0.7565	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Leptolyngbyaceae__Leptolyngbya__Leptolyngbya__sp.__O-77
0	20	20	0	20	21	13.5	0.77513	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Algoriphagus__Algoriphagus__marincola
0	20	20	0	20	21	13.5	0.77513	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea__Bosea__sp.__TND4EK4
0	21	21	0	21	18	13.5	0.77936	root__cellular__organisms__Bacteria__Terrabacteria__group__Armatimonadetes__unclassified__Armatimonadetes__Armatimonadetes__bacterium__CG2_30_59_28
0	21	21	0	21	18	13.5	0.77936	root__cellular__organisms__Bacteria__unclassified__Bacteria__unclassified__Bacteria__(miscellaneous)
0	22	20	0	22	17	13.5	0.78637	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Frankiales__Frankiaceae__Jatrophihabitans__Jatrophihabitans__endophyticus
0	19	19	0	19	24	13.5	0.78777	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Aliihoeflea__Aliihoeflea__sp.__2WW
0	22	21	0	22	16	13.5	0.79193	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__Betaproteobacteria__bacterium__SG8_41
0	19	18	0	19	25	13.5	0.79608	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pleomorphobacterium__Pleomorphobacterium__xiamenense
0	22	22	0	22	15	13.5	0.80021	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__necessarius
0	22	22	0	22	15	13.5	0.80021	root__cellular__organisms__Bacteria__PVC__group__Chlamydiae__Chlamydiia__Chlamydiales__unclassified__Chlamydiales__unclassified__Chalmydiales__(miscellaneous)__Chlamydiales__bacterium__38-26
0	23	23	0	23	12	13.5	0.83641	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Octadecabacter__Octadecabacter__antarcticus
24	5	5	32	5	10	13.5	0.8648	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Geodermatophilales__Geodermatophilaceae__Modestobacter__Modestobacter__marinus
0	24	24	0	24	9	13.5	0.88611	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea__Bosea__sp.__BIWAKO-01
41	1	1	37	1	0	13.5	1.4664	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Magnetococcales__Magnetococcaceae__Magnetococcus__Magnetococcus__marinus__Magnetococcus__marinus__MC-1
41	0	0	40	0	0	13.5	1.54937	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Desulfuromonadales__Geobacteraceae__Geobacter__Geobacter__uraniireducens__Geobacter__uraniireducens__Rf4
46	0	0	35	0	0	13.5	1.57048	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Nonlabens__Nonlabens__sp.__MIC269
48	0	0	33	0	0	13.5	1.58854	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Gloeobacteria__Gloeobacterales__Gloeobacteraceae__Gloeobacter__Gloeobacter__violaceus__Gloeobacter__violaceus__PCC__7421
0	0	24	0	0	57	13.5	1.73134	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__Eurotiomycetes__Eurotiomycetidae__Eurotiales__Aspergillaceae__Penicillium
14	5	5	28	5	23	13.3333	0.76289	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Planococcaceae__Jeotgalibacillus__Jeotgalibacillus__malaysiensis
0	20	20	0	20	20	13.3333	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Methylococcales__Methylococcaceae__Methylocaldum__Methylocaldum__sp.__175
0	20	20	0	20	20	13.3333	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Rhodocyclales__Rhodocyclaceae__Azonexus__Azonexus__hydrophilus
0	20	20	0	20	20	13.3333	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__unclassified__Gammaproteobacteria__unclassified__Gammaproteobacteria__(miscellaneous)__Gammaproteobacteria__bacterium__SG8_31
0	20	20	0	20	20	13.3333	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__13_1_20CM_3_64_12
0	21	20	0	21	18	13.3333	0.77894	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Kaistia__Kaistia__granuli
0	19	19	0	19	23	13.3333	0.78326	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Tenacibaculum__Tenacibaculum__sp.__MAR_2010_89
0	21	21	0	21	17	13.3333	0.78326	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Frankiales__Sporichthyaceae__Sporichthya__Sporichthya__polymorpha
0	21	21	0	21	17	13.3333	0.78326	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Rhodomicrobium
0	21	21	0	21	17	13.3333	0.78326	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Pacificimonas__Pacificimonas__flava
0	21	21	0	21	17	13.3333	0.78326	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__sp.__YR583
0	19	18	0	19	24	13.3333	0.79041	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Leptolyngbyaceae__Phormidesmis__Phormidesmis__priestleyi
0	22	21	0	22	15	13.3333	0.79891	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__terrae
0	22	22	0	22	14	13.3333	0.8087	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Sinorhizobium/Ensifer__group__Ensifer__Ensifer__sp.__YIC4027
0	23	22	0	23	12	13.3333	0.83472	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseobacter__Roseobacter__sp.__CCS2
0	18	16	0	18	28	13.3333	0.83606	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Echinicola__Echinicola__vietnamensis
0	23	23	0	23	11	13.3333	0.84941	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Zhouia__Zhouia__amylolytica
0	17	16	0	17	30	13.3333	0.86646	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Asticcacaulis__Asticcacaulis__excentricus
0	24	24	0	24	8	13.3333	0.90333	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__sp.__MWB1
32	2	2	29	2	13	13.3333	1.04964	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Pandoraea__Pandoraea__pnomenusa
33	4	3	34	4	2	13.3333	1.17314	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Cellvibrionales__Microbulbiferaceae__Microbulbifer__Microbulbifer__thermotolerans
36	2	2	34	2	4	13.3333	1.26095	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Oscillatoriophycideae__Chroococcales__Chroococcaceae__Gloeocapsa__Gloeocapsa__sp.__PCC__7428
48	3	3	20	3	3	13.3333	1.37204	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Lacinutrix__Lacinutrix__sp.__5H-3-7-4
45	0	0	31	0	4	13.3333	1.47555	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Spartobacteria__Candidatus__Xiphinematobacter__Candidatus__Xiphinematobacter__sp.__Idaho__Grape
0	0	40	0	0	40	13.3333	1.54919	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Sordariomycetes__Sordariomycetidae__Diaporthales__Valsaceae__Valsa__Valsa__mali
0	0	32	0	0	48	13.3333	1.59499	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__Eurotiomycetes__Chaetothyriomycetidae__Chaetothyriales__Herpotrichiellaceae
50	0	0	30	0	0	13.3333	1.62019	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Chromatiaceae__Allochromatium__Allochromatium__vinosum__Allochromatium__vinosum__DSM__180
14	13	12	15	13	12	13.1667	0.08879	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Propionibacteriales__Propionibacteriaceae
22	10	10	14	10	13	13.1667	0.35434	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Pseudoalteromonadaceae__Pseudoalteromonas__Pseudoalteromonas__luteoviolacea
6	13	12	11	13	24	13.1667	0.44911	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales__Lachnospiraceae
0	20	18	0	20	21	13.1667	0.77813	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Stappia__Stappia__indica
0	19	19	0	19	22	13.1667	0.77961	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Rhizobium__Rhizobium__sp.__Leaf262
0	21	17	0	21	20	13.1667	0.78256	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Marinilabiliales__Marinilabiliaceae__Marinilabilia__Marinilabilia__salmonicolor
0	21	20	0	21	17	13.1667	0.78256	root__cellular__organisms__Bacteria__PVC__group__Candidatus__Omnitrophica__unclassified__Candidatus__Omnitrophica__Omnitrophica__bacterium__OLB16
0	21	21	0	21	16	13.1667	0.78844	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Variovorax__Variovorax__sp.__URHB0020
0	22	18	0	22	17	13.1667	0.7899	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__unclassified__Planctomycetes__Planctomycetes__bacterium__UTPLA1
0	22	22	0	22	13	13.1667	0.81859	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Microscillaceae__Microscilla__Microscilla__marina
0	22	22	0	22	13	13.1667	0.81859	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__paucimobilis
0	22	22	0	22	13	13.1667	0.81859	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__Candidatus__Accumulibacter__Candidatus__Accumulibacter__sp.__66-26
23	7	5	31	7	6	13.1667	0.83809	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidetes__Order__II.__Incertae__sedis__Rhodothermaceae__Salinibacter__Salinibacter__ruber
28	4	4	26	4	13	13.1667	0.85714	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Burkholderia__Burkholderia__cepacia__complex__Burkholderia__multivorans
0	23	23	0	23	10	13.1667	0.86384	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__phragmitis
41	1	1	34	1	1	13.1667	1.44137	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Comamonas__Comamonas__testosteroni__Comamonas__testosteroni__TK102
40	0	0	39	0	0	13.1667	1.54938	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Chromatiaceae__Nitrosococcus__Nitrosococcus__halophilus__Nitrosococcus__halophilus__Nc__4
41	0	0	38	0	0	13.1667	1.55087	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Paraburkholderia__Paraburkholderia__sprentiae__Paraburkholderia__sprentiae__WSM5005
0	0	43	0	0	36	13.1667	1.55829	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__sordariomyceta__Leotiomycetes__Helotiales__Helotiales__incertae__sedis__Phialocephala__Phialocephala__fortinii__species__complex__Phialocephala__subalpina
44	0	0	35	0	0	13.1667	1.5642	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Capnocytophaga__Capnocytophaga__canimorsus__Capnocytophaga__canimorsus__Cc5
0	0	34	0	0	45	13.1667	1.57156	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Tremellomycetes__Tremellales__Cryptococcaceae
48	0	0	31	0	0	13.1667	1.60209	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Neorhizobium__Neorhizobium__galegae__Neorhizobium__galegae__bv.__officinalis__Neorhizobium__galegae__bv.__officinalis__bv.__officinalis__str.__HAMBI__1141
23	7	7	21	7	13	13	0.56736	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__aeruginosa__group__Pseudomonas__alcaligenes
2	17	17	3	17	22	13	0.64358	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__syringae__group__Pseudomonas__syringae__group__genomosp.__1__Pseudomonas__syringae
29	9	9	17	9	5	13	0.67412	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Alteromonadales__Alteromonadaceae__Marinobacter__Marinobacter__salarius
25	8	7	25	8	5	13	0.71996	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Xanthomonadales__Xanthomonadaceae__Xanthomonas__Xanthomonas__campestris
0	20	19	0	20	19	13	0.77536	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea__Bosea__thiooxidans
0	19	19	0	19	21	13	0.77688	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Flavobacteriia__Flavobacteriales__Flavobacteriaceae__Flavobacterium__Flavobacterium__sp.__TAB__87
0	20	20	0	20	18	13	0.77688	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Acidovorax__Acidovorax__delafieldii
0	19	19	0	19	21	13	0.77688	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Oscillatoriophycideae__Oscillatoriales__unclassified__Oscillatoriales__unclassified__Oscillatoriales__(miscellaneous)__Oscillatoriales__cyanobacterium__'hensonii'
0	20	20	0	20	18	13	0.77688	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sneathiellales__Sneathiellaceae__Sneathiella__Sneathiella__glossodoripedis
0	19	19	0	19	21	13	0.77688	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Azohydromonas__Azohydromonas__lata
0	21	21	0	21	15	13	0.79495	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__anisa
0	18	18	0	18	24	13	0.79495	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Devosia__Devosia__enhydra
0	21	21	0	21	15	13	0.79495	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__Spartobacteria__Chthoniobacterales__Chthoniobacteraceae__Chthoniobacter__Chthoniobacter__flavus__Chthoniobacter__flavus__Ellin428
0	22	20	0	22	14	13	0.80678	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Bacteroidaceae__Bacteroides__Bacteroides__luti
0	22	22	0	22	12	13	0.82991	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Ideonella__Ideonella__sp.__B508-1
0	22	22	0	22	12	13	0.82991	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Phyllobacterium__Phyllobacterium__sp.__YR531
0	22	22	0	22	12	13	0.82991	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Caulobacter__Caulobacter__sp.__AP07
0	23	20	0	23	12	13	0.83418	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Pontibacter__Pontibacter__actiniarum
32	7	6	21	7	5	13	0.84964	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Oceanospirillales__Oceanospirillaceae__Thalassolituus__Thalassolituus__oleivorans
38	2	2	31	2	3	13	1.29267	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Rhodopseudomonas__Rhodopseudomonas__palustris__Rhodopseudomonas__palustris__TIE-1
41	0	0	37	0	0	13	1.55225	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Rhizobium/Agrobacterium__group__Rhizobium__Rhizobium__sp.__S41
44	0	0	34	0	0	13	1.56817	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Desulfuromonadales__Desulfuromonadaceae__Pelobacter__Pelobacter__propionicus__Pelobacter__propionicus__DSM__2379
0	0	44	0	0	34	13	1.56817	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__saccharomyceta__Pezizomycotina__leotiomyceta__dothideomyceta__Dothideomycetes__Pleosporomycetidae__Pleosporales__Pleosporineae__Didymellaceae__Epicoccum__Epicoccum__nigrum
0	0	48	0	0	30	13	1.60988	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Ascomycota__Taphrinomycotina__Neolectomycetes__Neolectales__Neolectaceae__Neolecta__Neolecta__irregularis__Neolecta__irregularis__DAH-3
0	0	8	0	0	70	13	2.16207	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya__Basidiomycota__Agaricomycotina__Agaricomycetes__Agaricomycetidae__Boletales__Suillineae__Suillaceae__Suillus__Suillus__luteus__Suillus__luteus__UH-Slu-Lm8-n1
6	0	0	72	0	0	13	2.23103	root__Viruses__ssDNA__viruses__Microviridae__Gokushovirinae__Bdellomicrovirus__Bdellovibrio__virus__MH2K__Bdellovibrio__phage__phiMH2K
21	7	8	27	7	7	12.8333	0.69068	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Chromatiales__Chromatiaceae__Nitrosococcus
0	19	19	0	19	20	12.8333	0.77518	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__MedPE-SWcel
0	19	19	0	19	20	12.8333	0.77518	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Porphyromonadaceae__Dysgonomonas__Dysgonomonas__sp.__HGC4
0	19	19	0	19	20	12.8333	0.77518	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea__Bosea__lupini
0	19	20	0	19	19	12.8333	0.77518	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Frankiales__Frankiaceae__Frankia__Frankia__sp.__Iso899
0	19	18	0	19	21	12.8333	0.77831	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__unclassified__Burkholderiales__Burkholderiales__Genera__incertae__sedis__Rhizobacter__Rhizobacter__gummiphilus
0	18	17	0	18	24	12.8333	0.79834	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__sp.__VK13
0	18	17	0	18	24	12.8333	0.79834	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Bacteroidaceae__Bacteroides__Bacteroides__sp.__SM23_62_1
0	21	21	0	21	14	12.8333	0.80289	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__beta__proteobacterium__AAP51
0	21	21	0	21	14	12.8333	0.80289	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Cucumibacter__Cucumibacter__marinus
0	21	21	0	21	14	12.8333	0.80289	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__unclassified__Gammaproteobacteria__unclassified__Gammaproteobacteria__(miscellaneous)__Gammaproteobacteria__bacterium__RIFCSPHIGHO2_12_FULL_42_10
0	22	21	0	22	12	12.8333	0.8282	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Algoriphagus__Algoriphagus__machipongonensis
0	22	21	0	22	12	12.8333	0.8282	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Flammeovirgaceae__Cesiribacter__Cesiribacter__andamanensis
0	24	24	0	24	5	12.8333	0.96374	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__sainthelensi
0	14	12	0	14	37	12.8333	1.05517	root__cellular__organisms__Bacteria__Terrabacteria__group__Chloroflexi__unclassified__Chloroflexi__unclassified__Chloroflexi__(miscellaneous)
29	4	4	35	4	1	12.8333	1.16978	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Thiotrichales__Piscirickettsiaceae__Methylophaga__Methylophaga__nitratireducenticrescens
31	2	2	34	2	6	12.8333	1.19545	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Streptomycetales__Streptomycetaceae__Streptomyces__Streptomyces__sp.__CNQ-509
29	1	1	42	1	3	12.8333	1.40642	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Pseudonocardiales__Pseudonocardiaceae__Lentzea__Lentzea__guizhouensis
37	0	0	39	0	1	12.8333	1.52011	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Frankiales__Frankiaceae__Frankia__Frankia__alni__Frankia__alni__ACN14a
41	0	0	35	0	1	12.8333	1.52649	root__cellular__organisms__Bacteria__Terrabacteria__group__Deinococcus-Thermus__Deinococci__Deinococcales__Deinococcaceae__Deinococcus__Deinococcus__gobiensis__Deinococcus__gobiensis__I-0
41	0	0	36	0	0	12.8333	1.55409	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Prevotellaceae__Prevotella__Prevotella__ruminicola__Prevotella__ruminicola__23
42	0	0	35	0	0	12.8333	1.55877	root__cellular__organisms__Bacteria__Terrabacteria__group__Cyanobacteria/Melainabacteria__group__Cyanobacteria__Synechococcales__Acaryochloridaceae__Acaryochloris__Acaryochloris__marina__Acaryochloris__marina__MBIC11017
0	0	24	0	0	53	12.8333	1.70606	root__cellular__organisms__Eukaryota__Amoebozoa__Mycetozoa__Dictyosteliida
0	0	24	0	0	53	12.8333	1.70606	root__cellular__organisms__Eukaryota__Stramenopiles__Pelagophyceae__Pelagomonadales__Aureococcus__Aureococcus__anophagefferens
58	0	0	19	0	0	12.8333	1.82306	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Acetobacteraceae__Acidiphilium__Acidiphilium__cryptum__Acidiphilium__cryptum__JF-5
